us_state,year_of_record,species_name,adult_count,youth_count,unknown_count,euthanasia_sum
AK,2013,Cats,0,0,0,0
AK,2013,Dogs,0,0,0,0
AK,2014,Cats,0,0,0,0
AK,2014,Dogs,0,0,0,0
AK,2015,Cats,0,0,0,0
AK,2015,Dogs,0,0,0,0
AK,2016,Cats,29,5,0,34
AK,2016,Dogs,16,0,0,16
AK,2017,Cats,41,5,1,47
AK,2017,Dogs,18,1,0,19
AK,2018,Cats,35,1,0,36
AK,2018,Dogs,34,0,0,34
AK,2019,Cats,29,1,0,30
AK,2019,Dogs,11,0,0,11
AK,2020,Cats,10,3,0,13
AK,2020,Dogs,4,1,0,5
AK,2021,Cats,125,11,0,136
AK,2021,Dogs,29,6,0,35
AK,2022,Cats,0,1,0,1
AK,2022,Dogs,0,0,0,0
AL,2013,Cats,4,0,0,4
AL,2013,Dogs,0,0,0,0
AL,2014,Cats,465,1012,0,1477
AL,2014,Dogs,608,587,0,1195
AL,2015,Cats,503,814,4930,6247
AL,2015,Dogs,661,506,6305,7472
AL,2016,Cats,849,1599,4859,7307
AL,2016,Dogs,948,732,5112,6792
AL,2017,Cats,1316,1939,3866,7121
AL,2017,Dogs,1735,1005,3656,6396
AL,2018,Birds,0,2,0,2
AL,2018,Cats,2273,3671,350,6294
AL,2018,Dogs,4883,1588,341,6812
AL,2018,Equine,0,0,0,0
AL,2018,Farm Animals,0,0,0,0
AL,2018,Rabbits,0,0,0,0
AL,2018,Reptiles & Amphibians,0,0,0,0
AL,2018,Small Mammals,0,10,0,10
AL,2019,Birds,1,6,0,7
AL,2019,Cats,1213,2106,109,3428
AL,2019,Dogs,3650,928,211,4789
AL,2019,Equine,0,0,0,0
AL,2019,Farm Animals,0,0,0,0
AL,2019,Rabbits,0,1,0,1
AL,2019,Reptiles & Amphibians,0,1,0,1
AL,2019,Small Mammals,3,21,0,24
AL,2020,Birds,0,3,0,3
AL,2020,Cats,2155,1161,168,3484
AL,2020,Dogs,4128,696,149,4973
AL,2020,Equine,0,0,0,0
AL,2020,Farm Animals,0,0,0,0
AL,2020,Rabbits,0,1,0,1
AL,2020,Reptiles & Amphibians,0,1,0,1
AL,2020,Small Mammals,5,11,0,16
AL,2021,Birds,0,6,0,6
AL,2021,Cats,1347,1275,530,3152
AL,2021,Dogs,4547,554,603,5704
AL,2021,Equine,1,0,0,1
AL,2021,Farm Animals,0,0,0,0
AL,2021,Rabbits,0,0,0,0
AL,2021,Reptiles & Amphibians,0,0,0,0
AL,2021,Small Mammals,2,9,0,11
AL,2022,Birds,0,0,0,0
AL,2022,Cats,88,14,60,162
AL,2022,Dogs,809,164,196,1169
AL,2022,Equine,0,0,0,0
AL,2022,Farm Animals,0,0,0,0
AL,2022,Rabbits,1,0,0,1
AL,2022,Reptiles & Amphibians,0,0,0,0
AL,2022,Small Mammals,1,0,0,1
AR,2013,Cats,0,0,11,11
AR,2013,Dogs,0,3,2,5
AR,2014,Cats,15,1,8,24
AR,2014,Dogs,13,0,7,20
AR,2015,Birds,0,0,0,0
AR,2015,Cats,83,54,3,140
AR,2015,Dogs,59,21,4,84
AR,2015,Equine,0,0,0,0
AR,2015,Farm Animals,0,0,0,0
AR,2015,Rabbits,0,0,0,0
AR,2015,Reptiles & Amphibians,0,0,0,0
AR,2015,Small Mammals,0,0,0,0
AR,2016,Cats,867,297,8,1172
AR,2016,Dogs,1367,406,25,1798
AR,2017,Cats,371,166,2,539
AR,2017,Dogs,411,34,7,452
AR,2018,Cats,398,140,69,607
AR,2018,Dogs,663,133,151,947
AR,2019,Cats,411,300,85,796
AR,2019,Dogs,940,128,218,1286
AR,2020,Birds,0,0,0,0
AR,2020,Cats,255,162,28,445
AR,2020,Dogs,557,72,54,683
AR,2020,Equine,0,0,0,0
AR,2020,Farm Animals,0,0,0,0
AR,2020,Rabbits,0,0,0,0
AR,2020,Reptiles & Amphibians,0,0,0,0
AR,2020,Small Mammals,0,0,0,0
AR,2021,Birds,0,0,0,0
AR,2021,Cats,186,99,0,285
AR,2021,Dogs,297,50,0,347
AR,2021,Equine,0,0,0,0
AR,2021,Farm Animals,1,0,0,1
AR,2021,Rabbits,1,0,0,1
AR,2021,Reptiles & Amphibians,0,0,0,0
AR,2021,Small Mammals,10,0,0,10
AR,2022,Birds,0,0,0,0
AR,2022,Cats,14,3,0,17
AR,2022,Dogs,41,4,0,45
AR,2022,Equine,0,0,0,0
AR,2022,Farm Animals,0,0,0,0
AR,2022,Rabbits,0,0,0,0
AR,2022,Reptiles & Amphibians,0,0,0,0
AR,2022,Small Mammals,0,0,1,1
AZ,2001,Cats,0,0,0,0
AZ,2001,Dogs,0,0,0,0
AZ,2011,Cats,1,2,0,3
AZ,2011,Dogs,4,0,0,4
AZ,2012,Cats,0,0,0,0
AZ,2012,Dogs,9,1,0,10
AZ,2013,Cats,47,10,5,62
AZ,2013,Dogs,54,4,5,63
AZ,2014,Cats,35,12,12,59
AZ,2014,Dogs,72,6,8,86
AZ,2015,Cats,1462,508,106,2076
AZ,2015,Dogs,6526,249,78,6853
AZ,2016,Cats,2097,1129,2107,5333
AZ,2016,Dogs,5984,452,521,6957
AZ,2017,Cats,1947,1286,2515,5748
AZ,2017,Dogs,3342,514,450,4306
AZ,2018,Cats,1678,1163,1323,4164
AZ,2018,Dogs,2852,509,397,3758
AZ,2019,Cats,2004,2217,975,5196
AZ,2019,Dogs,2831,365,376,3572
AZ,2020,Birds,0,0,0,0
AZ,2020,Cats,1758,1432,751,3941
AZ,2020,Dogs,1830,168,191,2189
AZ,2020,Equine,0,0,0,0
AZ,2020,Farm Animals,0,0,0,0
AZ,2020,Rabbits,0,0,0,0
AZ,2020,Reptiles & Amphibians,0,0,0,0
AZ,2020,Small Mammals,0,0,0,0
AZ,2021,Birds,2,0,4,6
AZ,2021,Cats,1798,1387,575,3760
AZ,2021,Dogs,1828,349,172,2349
AZ,2021,Equine,0,0,0,0
AZ,2021,Farm Animals,0,0,0,0
AZ,2021,Rabbits,12,2,5,19
AZ,2021,Reptiles & Amphibians,1,0,0,1
AZ,2021,Small Mammals,9,0,2,11
AZ,2022,Birds,0,0,0,0
AZ,2022,Cats,508,135,35,678
AZ,2022,Dogs,499,80,13,592
AZ,2022,Equine,0,0,0,0
AZ,2022,Farm Animals,0,0,0,0
AZ,2022,Rabbits,9,0,3,12
AZ,2022,Reptiles & Amphibians,1,0,0,1
AZ,2022,Small Mammals,0,0,0,0
CA,1993,Cats,0,0,0,0
CA,1993,Dogs,0,0,0,0
CA,1994,Cats,0,0,0,0
CA,1994,Dogs,0,0,0,0
CA,1995,Cats,0,0,0,0
CA,1995,Dogs,0,0,0,0
CA,1996,Cats,0,0,0,0
CA,1996,Dogs,0,0,0,0
CA,1997,Cats,0,0,0,0
CA,1997,Dogs,0,0,0,0
CA,1998,Cats,0,0,0,0
CA,1998,Dogs,0,0,0,0
CA,1999,Cats,0,0,0,0
CA,1999,Dogs,0,0,0,0
CA,2000,Cats,0,0,0,0
CA,2000,Dogs,0,0,0,0
CA,2001,Cats,0,0,0,0
CA,2001,Dogs,0,0,0,0
CA,2002,Cats,0,0,0,0
CA,2002,Dogs,0,0,0,0
CA,2003,Cats,0,0,0,0
CA,2003,Dogs,0,0,0,0
CA,2004,Cats,0,0,0,0
CA,2004,Dogs,0,0,0,0
CA,2005,Cats,0,0,0,0
CA,2005,Dogs,0,0,0,0
CA,2006,Cats,0,0,0,0
CA,2006,Dogs,0,0,0,0
CA,2007,Cats,0,0,0,0
CA,2007,Dogs,0,0,0,0
CA,2008,Cats,0,0,0,0
CA,2008,Dogs,0,0,0,0
CA,2009,Cats,0,0,0,0
CA,2009,Dogs,0,0,0,0
CA,2010,Cats,0,0,0,0
CA,2010,Dogs,0,0,0,0
CA,2011,Cats,4950,5064,2983,12997
CA,2011,Dogs,10973,3033,945,14951
CA,2012,Cats,3867,3680,3796,11343
CA,2012,Dogs,10475,3123,1469,15067
CA,2013,Cats,2696,2546,4603,9845
CA,2013,Dogs,9038,2687,1915,13640
CA,2014,Cats,2590,2564,3955,9109
CA,2014,Dogs,7604,1915,2667,12186
CA,2015,Cats,3064,4560,4862,12486
CA,2015,Dogs,7362,1337,2413,11112
CA,2015,Equine,0,0,0,0
CA,2015,Farm Animals,3,0,0,3
CA,2016,Cats,18980,23853,14231,57064
CA,2016,Dogs,17129,1327,5568,24024
CA,2016,Equine,1,0,0,1
CA,2016,Rabbits,0,0,1,1
CA,2017,Cats,22214,25713,8814,56741
CA,2017,Dogs,17831,1299,3844,22974
CA,2017,Farm Animals,6,0,0,6
CA,2017,Rabbits,1,0,1,2
CA,2018,Birds,0,0,22,22
CA,2018,Cats,17468,15356,7014,39838
CA,2018,Dogs,14637,990,4662,20289
CA,2018,Equine,0,0,0,0
CA,2018,Farm Animals,0,0,0,0
CA,2018,Rabbits,0,2,5,7
CA,2018,Reptiles & Amphibians,0,0,1,1
CA,2018,Small Mammals,0,0,32,32
CA,2019,Birds,0,0,11,11
CA,2019,Cats,14491,23735,24157,62383
CA,2019,Dogs,15260,1232,5620,22112
CA,2019,Equine,1,0,0,1
CA,2019,Farm Animals,0,0,0,0
CA,2019,Rabbits,0,0,14,14
CA,2019,Reptiles & Amphibians,0,0,4,4
CA,2019,Small Mammals,0,0,16,16
CA,2020,Birds,0,0,7,7
CA,2020,Cats,6954,6587,7784,21325
CA,2020,Dogs,7598,645,2274,10517
CA,2020,Equine,0,0,0,0
CA,2020,Farm Animals,0,0,0,0
CA,2020,Rabbits,1,0,2,3
CA,2020,Reptiles & Amphibians,0,0,0,0
CA,2020,Small Mammals,1,0,9,10
CA,2021,Birds,44,5,183,232
CA,2021,Cats,6892,9175,3770,19837
CA,2021,Dogs,8558,856,1312,10726
CA,2021,Equine,1,0,0,1
CA,2021,Farm Animals,11,3,30,44
CA,2021,Rabbits,20,8,23,51
CA,2021,Reptiles & Amphibians,10,1,33,44
CA,2021,Small Mammals,40,15,36,91
CA,2022,Birds,5,0,35,40
CA,2022,Cats,984,285,302,1571
CA,2022,Dogs,1719,132,255,2106
CA,2022,Equine,0,0,0,0
CA,2022,Farm Animals,2,1,8,11
CA,2022,Rabbits,5,2,12,19
CA,2022,Reptiles & Amphibians,1,0,7,8
CA,2022,Small Mammals,35,33,33,101
CO,2000,Dogs,0,0,0,0
CO,2008,Cats,0,0,0,0
CO,2008,Dogs,0,0,0,0
CO,2009,Cats,0,0,0,0
CO,2009,Dogs,0,0,0,0
CO,2010,Cats,0,0,0,0
CO,2010,Dogs,0,0,0,0
CO,2011,Cats,0,0,0,0
CO,2011,Dogs,2,0,0,2
CO,2012,Cats,8,2,3,13
CO,2012,Dogs,9,2,1,12
CO,2013,Cats,57,53,1,111
CO,2013,Dogs,47,6,0,53
CO,2014,Cats,71,79,13,163
CO,2014,Dogs,59,12,4,75
CO,2015,Cats,72,63,23,158
CO,2015,Dogs,147,24,7,178
CO,2015,Rabbits,0,0,0,0
CO,2015,Small Mammals,0,1,0,1
CO,2016,Cats,1032,365,122,1519
CO,2016,Dogs,1468,60,103,1631
CO,2017,Cats,1280,269,86,1635
CO,2017,Dogs,1584,38,173,1795
CO,2018,Cats,1155,308,83,1546
CO,2018,Dogs,1758,40,124,1922
CO,2019,Cats,1158,447,105,1710
CO,2019,Dogs,1663,60,109,1832
CO,2020,Cats,913,234,49,1196
CO,2020,Dogs,1148,31,52,1231
CO,2020,Farm Animals,0,0,0,0
CO,2020,Rabbits,0,0,0,0
CO,2021,Birds,4,1,65,70
CO,2021,Cats,891,402,55,1348
CO,2021,Dogs,998,35,49,1082
CO,2021,Equine,0,0,0,0
CO,2021,Farm Animals,0,0,0,0
CO,2021,Rabbits,2,7,39,48
CO,2021,Reptiles & Amphibians,0,0,6,6
CO,2021,Small Mammals,7,6,110,123
CO,2022,Birds,1,0,7,8
CO,2022,Cats,106,12,3,121
CO,2022,Dogs,169,11,3,183
CO,2022,Equine,0,0,0,0
CO,2022,Farm Animals,0,0,0,0
CO,2022,Rabbits,0,0,0,0
CO,2022,Reptiles & Amphibians,0,0,1,1
CO,2022,Small Mammals,2,0,5,7
CT,2013,Cats,3,2,0,5
CT,2013,Dogs,0,0,0,0
CT,2014,Cats,12,1,0,13
CT,2014,Dogs,3,0,0,3
CT,2015,Cats,13,1,0,14
CT,2015,Dogs,4,0,0,4
CT,2016,Cats,138,40,39,217
CT,2016,Dogs,60,9,1,70
CT,2017,Cats,80,21,21,122
CT,2017,Dogs,65,6,0,71
CT,2018,Birds,0,0,0,0
CT,2018,Cats,75,21,19,115
CT,2018,Dogs,59,3,1,63
CT,2018,Farm Animals,0,0,0,0
CT,2018,Rabbits,0,0,0,0
CT,2018,Reptiles & Amphibians,0,0,0,0
CT,2018,Small Mammals,0,0,0,0
CT,2019,Birds,0,0,0,0
CT,2019,Cats,80,16,53,149
CT,2019,Dogs,40,1,11,52
CT,2019,Farm Animals,0,0,0,0
CT,2019,Rabbits,0,0,0,0
CT,2019,Reptiles & Amphibians,0,0,0,0
CT,2019,Small Mammals,0,0,0,0
CT,2020,Birds,0,0,0,0
CT,2020,Cats,69,37,10,116
CT,2020,Dogs,24,3,5,32
CT,2020,Equine,0,0,0,0
CT,2020,Farm Animals,0,0,0,0
CT,2020,Rabbits,0,0,0,0
CT,2020,Reptiles & Amphibians,0,0,0,0
CT,2020,Small Mammals,0,0,0,0
CT,2021,Birds,0,0,0,0
CT,2021,Cats,56,17,13,86
CT,2021,Dogs,27,11,8,46
CT,2021,Equine,0,0,0,0
CT,2021,Farm Animals,0,0,0,0
CT,2021,Rabbits,3,0,0,3
CT,2021,Reptiles & Amphibians,0,0,0,0
CT,2021,Small Mammals,7,0,0,7
CT,2022,Birds,0,0,0,0
CT,2022,Cats,16,0,6,22
CT,2022,Dogs,3,0,2,5
CT,2022,Farm Animals,0,0,0,0
CT,2022,Rabbits,0,0,0,0
CT,2022,Reptiles & Amphibians,0,0,0,0
CT,2022,Small Mammals,4,0,0,4
DC,2015,Cats,183,184,83,450
DC,2015,Dogs,381,1,39,421
DC,2016,Cats,200,66,54,320
DC,2016,Dogs,503,17,19,539
DC,2017,Cats,177,48,62,287
DC,2017,Dogs,378,6,14,398
DC,2018,Cats,158,49,100,307
DC,2018,Dogs,309,6,19,334
DC,2019,Cats,140,55,82,277
DC,2019,Dogs,290,6,19,315
DC,2020,Cats,105,54,71,230
DC,2020,Dogs,175,2,16,193
DC,2021,Birds,0,2,4,6
DC,2021,Cats,112,47,82,241
DC,2021,Dogs,142,5,21,168
DC,2021,Reptiles & Amphibians,0,0,2,2
DC,2021,Small Mammals,1,0,3,4
DC,2022,Birds,0,0,0,0
DC,2022,Cats,18,1,19,38
DC,2022,Dogs,38,2,6,46
DC,2022,Reptiles & Amphibians,0,0,1,1
DC,2022,Small Mammals,0,1,2,3
DE,2013,Cats,33,0,0,33
DE,2013,Dogs,4,0,0,4
DE,2014,Cats,36,0,0,36
DE,2014,Dogs,2,0,0,2
DE,2015,Cats,40,0,0,40
DE,2015,Dogs,6,0,0,6
DE,2016,Cats,65,25,165,255
DE,2016,Dogs,27,8,218,253
DE,2017,Cats,98,30,83,211
DE,2017,Dogs,22,9,223,254
DE,2018,Cats,72,28,184,284
DE,2018,Dogs,33,5,282,320
DE,2019,Cats,64,27,192,283
DE,2019,Dogs,12,0,245,257
DE,2020,Cats,58,46,238,342
DE,2020,Dogs,32,5,228,265
DE,2021,Birds,0,0,0,0
DE,2021,Cats,73,39,34,146
DE,2021,Dogs,31,5,39,75
DE,2021,Equine,0,0,0,0
DE,2021,Farm Animals,0,0,0,0
DE,2021,Rabbits,0,0,0,0
DE,2021,Reptiles & Amphibians,0,0,0,0
DE,2021,Small Mammals,0,0,0,0
DE,2022,Birds,0,0,0,0
DE,2022,Cats,15,0,0,15
DE,2022,Dogs,4,1,0,5
DE,2022,Equine,0,0,0,0
DE,2022,Farm Animals,0,0,0,0
DE,2022,Rabbits,0,0,0,0
DE,2022,Reptiles & Amphibians,0,0,0,0
DE,2022,Small Mammals,0,0,0,0
FL,2011,Cats,1353,1878,14336,17567
FL,2011,Dogs,1231,85,7300,8616
FL,2012,Cats,3297,2634,10255,16186
FL,2012,Dogs,1537,48,4952,6537
FL,2013,Cats,3806,2277,10485,16568
FL,2013,Dogs,1173,15,5360,6548
FL,2014,Cats,3918,2659,3192,9769
FL,2014,Dogs,2409,57,2589,5055
FL,2015,Cats,4710,2513,3557,10780
FL,2015,Dogs,3110,235,2462,5807
FL,2016,Cats,8509,5573,6361,20443
FL,2016,Dogs,6193,278,2447,8918
FL,2017,Cats,6499,4736,8780,20015
FL,2017,Dogs,5029,297,2709,8035
FL,2018,Cats,10200,7711,9198,27109
FL,2018,Dogs,7301,383,2744,10428
FL,2019,Birds,0,0,0,0
FL,2019,Cats,7452,7285,7362,22099
FL,2019,Dogs,6088,287,2114,8489
FL,2019,Equine,0,0,0,0
FL,2019,Farm Animals,0,0,0,0
FL,2019,Rabbits,0,0,0,0
FL,2019,Reptiles & Amphibians,0,0,0,0
FL,2019,Small Mammals,0,0,0,0
FL,2020,Birds,0,0,0,0
FL,2020,Cats,4166,2731,4020,10917
FL,2020,Dogs,3166,132,1467,4765
FL,2020,Equine,0,0,0,0
FL,2020,Farm Animals,0,0,0,0
FL,2020,Rabbits,0,0,0,0
FL,2020,Reptiles & Amphibians,0,0,0,0
FL,2020,Small Mammals,0,0,0,0
FL,2021,Birds,4,0,2,6
FL,2021,Cats,4441,3478,2451,10370
FL,2021,Dogs,3312,225,751,4288
FL,2021,Equine,0,0,0,0
FL,2021,Farm Animals,1,0,5,6
FL,2021,Rabbits,6,3,7,16
FL,2021,Reptiles & Amphibians,0,0,0,0
FL,2021,Small Mammals,13,11,1,25
FL,2022,Birds,0,0,0,0
FL,2022,Cats,670,135,251,1056
FL,2022,Dogs,585,25,130,740
FL,2022,Equine,1,0,0,1
FL,2022,Farm Animals,0,0,0,0
FL,2022,Rabbits,7,0,0,7
FL,2022,Reptiles & Amphibians,0,0,0,0
FL,2022,Small Mammals,4,0,2,6
GA,2011,Cats,262,176,50,488
GA,2011,Dogs,229,58,17,304
GA,2012,Cats,98,88,443,629
GA,2012,Dogs,130,85,73,288
GA,2013,Cats,1281,1418,1074,3773
GA,2013,Dogs,1538,369,553,2460
GA,2014,Cats,620,644,1160,2424
GA,2014,Dogs,726,112,1337,2175
GA,2015,Cats,963,857,301,2121
GA,2015,Dogs,1632,114,77,1823
GA,2015,Farm Animals,0,0,1,1
GA,2015,Rabbits,0,0,1,1
GA,2015,Small Mammals,0,0,1,1
GA,2016,Cats,2584,2297,1963,6844
GA,2016,Dogs,3833,382,1533,5748
GA,2016,Farm Animals,0,0,0,0
GA,2016,Rabbits,0,0,0,0
GA,2016,Small Mammals,0,0,0,0
GA,2017,Birds,0,0,0,0
GA,2017,Cats,3249,2149,1287,6685
GA,2017,Dogs,5090,287,1182,6559
GA,2017,Farm Animals,0,0,0,0
GA,2017,Rabbits,0,0,0,0
GA,2017,Small Mammals,0,0,0,0
GA,2018,Birds,0,0,1,1
GA,2018,Cats,5949,3090,1153,10192
GA,2018,Dogs,7142,387,1189,8718
GA,2018,Equine,0,0,0,0
GA,2018,Farm Animals,0,0,0,0
GA,2018,Rabbits,0,0,0,0
GA,2018,Reptiles & Amphibians,0,0,0,0
GA,2018,Small Mammals,0,0,1,1
GA,2019,Birds,0,0,0,0
GA,2019,Cats,5744,2715,870,9329
GA,2019,Dogs,5924,495,749,7168
GA,2019,Farm Animals,0,0,0,0
GA,2019,Rabbits,0,0,0,0
GA,2019,Small Mammals,0,0,0,0
GA,2020,Birds,0,0,0,0
GA,2020,Cats,2999,1479,566,5044
GA,2020,Dogs,2711,167,454,3332
GA,2020,Equine,0,0,0,0
GA,2020,Farm Animals,0,0,0,0
GA,2020,Rabbits,0,0,0,0
GA,2020,Reptiles & Amphibians,0,0,0,0
GA,2020,Small Mammals,0,0,0,0
GA,2021,Birds,1,0,0,1
GA,2021,Cats,1484,1469,304,3257
GA,2021,Dogs,2042,113,223,2378
GA,2021,Equine,0,0,0,0
GA,2021,Farm Animals,0,0,2,2
GA,2021,Rabbits,1,0,1,2
GA,2021,Reptiles & Amphibians,0,0,0,0
GA,2021,Small Mammals,0,0,0,0
GA,2022,Birds,0,0,1,1
GA,2022,Cats,200,45,27,272
GA,2022,Dogs,343,13,30,386
GA,2022,Equine,0,0,0,0
GA,2022,Farm Animals,0,0,0,0
GA,2022,Rabbits,0,0,1,1
GA,2022,Reptiles & Amphibians,0,0,0,0
GA,2022,Small Mammals,0,0,0,0
HI,2013,Cats,4311,0,0,4311
HI,2013,Dogs,3242,0,0,3242
HI,2014,Cats,4814,0,0,4814
HI,2014,Dogs,3638,0,0,3638
HI,2015,Cats,5317,76,25,5418
HI,2015,Dogs,2895,2,11,2908
HI,2016,Cats,5555,2705,2454,10714
HI,2016,Dogs,2608,123,136,2867
HI,2017,Cats,6032,5610,403,12045
HI,2017,Dogs,2017,193,27,2237
HI,2018,Cats,4590,5057,672,10319
HI,2018,Dogs,1688,110,63,1861
HI,2019,Cats,4018,3447,255,7720
HI,2019,Dogs,1069,96,15,1180
HI,2020,Birds,0,0,0,0
HI,2020,Cats,1858,1826,6,3690
HI,2020,Dogs,740,58,0,798
HI,2020,Equine,0,0,0,0
HI,2020,Farm Animals,0,0,0,0
HI,2020,Rabbits,0,0,0,0
HI,2020,Reptiles & Amphibians,0,0,0,0
HI,2020,Small Mammals,0,0,0,0
HI,2021,Birds,94,58,71,223
HI,2021,Cats,951,1976,0,2927
HI,2021,Dogs,752,49,0,801
HI,2021,Equine,0,0,0,0
HI,2021,Farm Animals,78,69,130,277
HI,2021,Rabbits,26,1,2,29
HI,2021,Reptiles & Amphibians,2,0,2,4
HI,2021,Small Mammals,65,45,20,130
HI,2022,Birds,9,7,0,16
HI,2022,Cats,147,94,1,242
HI,2022,Dogs,248,21,3,272
HI,2022,Equine,0,0,0,0
HI,2022,Farm Animals,0,0,0,0
HI,2022,Rabbits,13,2,0,15
HI,2022,Reptiles & Amphibians,0,0,0,0
HI,2022,Small Mammals,8,1,0,9
IA,2012,Cats,0,0,0,0
IA,2012,Dogs,0,0,0,0
IA,2013,Birds,0,0,1,1
IA,2013,Cats,210,613,794,1617
IA,2013,Dogs,83,7,250,340
IA,2013,Rabbits,0,1,10,11
IA,2013,Reptiles & Amphibians,0,0,0,0
IA,2013,Small Mammals,0,0,8,8
IA,2014,Birds,0,0,1,1
IA,2014,Cats,169,494,619,1282
IA,2014,Dogs,68,10,231,309
IA,2014,Rabbits,0,1,2,3
IA,2014,Reptiles & Amphibians,0,0,1,1
IA,2014,Small Mammals,4,6,1,11
IA,2015,Birds,0,0,1,1
IA,2015,Cats,631,515,536,1682
IA,2015,Dogs,132,14,175,321
IA,2015,Rabbits,0,0,1,1
IA,2015,Small Mammals,2,0,8,10
IA,2016,Birds,0,0,0,0
IA,2016,Cats,1420,806,475,2701
IA,2016,Dogs,653,29,171,853
IA,2016,Rabbits,0,0,1,1
IA,2016,Small Mammals,5,0,1,6
IA,2017,Birds,0,0,0,0
IA,2017,Cats,1257,708,365,2330
IA,2017,Dogs,579,15,123,717
IA,2017,Rabbits,0,0,1,1
IA,2017,Small Mammals,1,0,0,1
IA,2018,Birds,0,0,0,0
IA,2018,Cats,1077,557,159,1793
IA,2018,Dogs,605,12,107,724
IA,2018,Rabbits,0,0,0,0
IA,2018,Reptiles & Amphibians,0,0,0,0
IA,2018,Small Mammals,0,0,0,0
IA,2019,Birds,0,0,0,0
IA,2019,Cats,1152,770,185,2107
IA,2019,Dogs,600,20,77,697
IA,2019,Rabbits,0,0,0,0
IA,2019,Small Mammals,0,0,1,1
IA,2020,Birds,0,0,0,0
IA,2020,Cats,788,320,144,1252
IA,2020,Dogs,428,30,40,498
IA,2020,Equine,0,0,0,0
IA,2020,Farm Animals,0,0,0,0
IA,2020,Rabbits,1,0,0,1
IA,2020,Reptiles & Amphibians,0,0,0,0
IA,2020,Small Mammals,1,0,0,1
IA,2021,Birds,1,0,0,1
IA,2021,Cats,573,288,168,1029
IA,2021,Dogs,420,18,59,497
IA,2021,Equine,3,0,0,3
IA,2021,Farm Animals,0,0,4,4
IA,2021,Rabbits,0,2,8,10
IA,2021,Reptiles & Amphibians,0,0,2,2
IA,2021,Small Mammals,6,0,6,12
IA,2022,Birds,0,0,2,2
IA,2022,Cats,67,8,18,93
IA,2022,Dogs,56,3,9,68
IA,2022,Equine,1,0,0,1
IA,2022,Farm Animals,0,0,0,0
IA,2022,Rabbits,0,0,0,0
IA,2022,Reptiles & Amphibians,0,0,0,0
IA,2022,Small Mammals,0,0,3,3
ID,2011,Cats,14,44,20,78
ID,2011,Dogs,2,6,11,19
ID,2012,Cats,7,20,1,28
ID,2012,Dogs,0,4,0,4
ID,2013,Cats,15,42,8,65
ID,2013,Dogs,4,0,2,6
ID,2014,Cats,18,32,14,64
ID,2014,Dogs,0,0,3,3
ID,2015,Cats,235,203,17,455
ID,2015,Dogs,16,4,1,21
ID,2016,Cats,1105,784,265,2154
ID,2016,Dogs,121,4,64,189
ID,2017,Cats,2102,1959,338,4399
ID,2017,Dogs,401,22,3,426
ID,2018,Cats,1783,2138,1425,5346
ID,2018,Dogs,509,28,27,564
ID,2019,Cats,1395,1634,1327,4356
ID,2019,Dogs,445,40,96,581
ID,2020,Cats,741,557,1078,2376
ID,2020,Dogs,268,13,1,282
ID,2021,Birds,0,0,0,0
ID,2021,Cats,579,395,272,1246
ID,2021,Dogs,131,31,2,164
ID,2021,Equine,0,0,0,0
ID,2021,Farm Animals,0,0,0,0
ID,2021,Rabbits,1,0,0,1
ID,2021,Reptiles & Amphibians,0,0,0,0
ID,2021,Small Mammals,0,0,0,0
ID,2022,Birds,0,0,0,0
ID,2022,Cats,73,15,2,90
ID,2022,Dogs,20,2,1,23
ID,2022,Equine,0,0,0,0
ID,2022,Farm Animals,0,0,0,0
ID,2022,Rabbits,0,0,0,0
ID,2022,Reptiles & Amphibians,0,0,0,0
ID,2022,Small Mammals,0,0,0,0
IL,2011,Cats,1,0,0,1
IL,2011,Dogs,2,0,0,2
IL,2012,Cats,0,8,0,8
IL,2012,Dogs,3,0,0,3
IL,2013,Cats,1,1,0,2
IL,2013,Dogs,19,7,0,26
IL,2014,Cats,8,15,0,23
IL,2014,Dogs,55,4,0,59
IL,2015,Cats,650,255,364,1269
IL,2015,Dogs,480,10,327,817
IL,2016,Cats,1543,534,1164,3241
IL,2016,Dogs,1237,31,2031,3299
IL,2017,Cats,1058,410,1340,2808
IL,2017,Dogs,778,88,1310,2176
IL,2018,Cats,1305,500,1374,3179
IL,2018,Dogs,866,163,1445,2474
IL,2019,Cats,2003,810,1180,3993
IL,2019,Dogs,1507,175,1000,2682
IL,2020,Birds,0,0,0,0
IL,2020,Cats,1293,407,741,2441
IL,2020,Dogs,1075,172,457,1704
IL,2020,Equine,0,0,0,0
IL,2020,Farm Animals,0,0,0,0
IL,2020,Rabbits,0,0,0,0
IL,2020,Reptiles & Amphibians,0,0,0,0
IL,2020,Small Mammals,0,0,0,0
IL,2021,Birds,0,0,0,0
IL,2021,Cats,1132,497,260,1889
IL,2021,Dogs,919,131,119,1169
IL,2021,Equine,2,0,0,2
IL,2021,Farm Animals,0,0,0,0
IL,2021,Rabbits,2,1,1,4
IL,2021,Reptiles & Amphibians,0,0,1,1
IL,2021,Small Mammals,3,0,3,6
IL,2022,Birds,0,0,0,0
IL,2022,Cats,181,26,29,236
IL,2022,Dogs,178,5,24,207
IL,2022,Equine,0,0,0,0
IL,2022,Farm Animals,0,0,0,0
IL,2022,Rabbits,1,0,0,1
IL,2022,Reptiles & Amphibians,0,0,0,0
IL,2022,Small Mammals,1,0,0,1
