us_state,year_of_record,species_name,adult_count,youth_count,unknown_count,euthanasia_sum
WA,2017,Rabbits,0,0,0,0
WA,2017,Small Mammals,0,0,0,0
WA,2018,Cats,2208,742,143,3093
WA,2018,Dogs,1346,55,70,1471
WA,2018,Rabbits,0,0,0,0
WA,2019,Cats,2188,986,454,3628
WA,2019,Dogs,1228,78,161,1467
WA,2019,Rabbits,0,0,0,0
WA,2020,Birds,0,0,0,0
WA,2020,Cats,1401,526,342,2269
WA,2020,Dogs,759,29,95,883
WA,2021,Birds,1,1,2,4
WA,2021,Cats,1264,535,331,2130
WA,2021,Dogs,793,54,80,927
WA,2021,Equine,0,0,1,1
WA,2021,Farm Animals,4,0,1,5
WA,2021,Rabbits,10,2,9,21
WA,2021,Reptiles & Amphibians,4,0,3,7
WA,2021,Small Mammals,1,1,4,6
WA,2022,Birds,0,0,0,0
WA,2022,Cats,245,26,36,307
WA,2022,Dogs,159,3,13,175
WA,2022,Equine,0,0,0,0
WA,2022,Farm Animals,0,0,0,0
WA,2022,Rabbits,0,0,1,1
WA,2022,Reptiles & Amphibians,0,0,0,0
WA,2022,Small Mammals,0,0,0,0
WI,2011,Cats,430,118,191,739
WI,2011,Dogs,105,11,76,192
WI,2012,Cats,238,98,210,546
WI,2012,Dogs,103,3,62,168
WI,2013,Cats,753,447,292,1492
WI,2013,Dogs,177,7,31,215
WI,2014,Cats,820,536,140,1496
WI,2014,Dogs,174,3,42,219
WI,2015,Cats,748,336,154,1238
WI,2015,Dogs,188,5,40,233
WI,2016,Cats,2392,918,290,3600
WI,2016,Dogs,1070,22,39,1131
WI,2017,Cats,2935,1416,469,4820
WI,2017,Dogs,1293,34,75,1402
WI,2018,Cats,2365,1038,556,3959
WI,2018,Dogs,1446,37,106,1589
WI,2018,Rabbits,0,0,0,0
WI,2018,Small Mammals,0,0,0,0
WI,2019,Cats,1939,754,480,3173
WI,2019,Dogs,1270,66,108,1444
WI,2020,Cats,1148,425,278,1851
WI,2020,Dogs,782,30,65,877
WI,2021,Birds,1,0,93,94
WI,2021,Cats,681,261,188,1130
WI,2021,Dogs,540,14,43,597
WI,2021,Equine,0,0,0,0
WI,2021,Farm Animals,0,0,2,2
WI,2021,Rabbits,1,0,3,4
WI,2021,Reptiles & Amphibians,3,0,7,10
WI,2021,Small Mammals,20,1,4,25
WI,2022,Birds,0,0,2,2
WI,2022,Cats,124,23,30,177
WI,2022,Dogs,139,7,20,166
WI,2022,Equine,0,0,0,0
WI,2022,Farm Animals,0,0,0,0
WI,2022,Rabbits,1,0,0,1
WI,2022,Reptiles & Amphibians,0,0,0,0
WI,2022,Small Mammals,9,0,0,9
WV,2015,Cats,8,4,0,12
WV,2015,Dogs,5,0,0,5
WV,2016,Cats,481,360,2182,3023
WV,2016,Dogs,233,59,267,559
WV,2017,Cats,330,170,1062,1562
WV,2017,Dogs,123,36,179,338
WV,2018,Cats,136,138,772,1046
WV,2018,Dogs,87,27,72,186
WV,2019,Cats,231,266,889,1386
WV,2019,Dogs,161,18,141,320
WV,2020,Cats,298,343,57,698
WV,2020,Dogs,148,23,17,188
WV,2021,Birds,0,0,0,0
WV,2021,Cats,246,344,33,623
WV,2021,Dogs,179,22,25,226
WV,2021,Equine,0,0,0,0
WV,2021,Farm Animals,0,0,0,0
WV,2021,Rabbits,5,0,0,5
WV,2021,Reptiles & Amphibians,0,0,0,0
WV,2021,Small Mammals,1,0,0,1
WV,2022,Birds,0,0,0,0
WV,2022,Cats,36,16,0,52
WV,2022,Dogs,22,2,0,24
WV,2022,Equine,0,0,0,0
WV,2022,Farm Animals,0,0,0,0
WV,2022,Rabbits,0,0,0,0
WV,2022,Reptiles & Amphibians,0,0,0,0
WV,2022,Small Mammals,1,0,0,1
WY,2012,Cats,0,0,0,0
WY,2012,Dogs,0,0,0,0
WY,2013,Cats,9,3,4,16
WY,2013,Dogs,0,0,0,0
WY,2014,Cats,138,153,126,417
WY,2014,Dogs,65,16,5,86
WY,2015,Cats,243,211,343,797
WY,2015,Dogs,130,6,17,153
WY,2016,Cats,256,207,277,740
WY,2016,Dogs,129,8,18,155
WY,2017,Cats,283,185,185,653
WY,2017,Dogs,172,4,31,207
WY,2018,Cats,201,267,108,576
WY,2018,Dogs,232,9,23,264
WY,2019,Cats,242,174,77,493
WY,2019,Dogs,143,2,23,168
WY,2019,Farm Animals,0,0,0,0
WY,2019,Rabbits,2,0,0,2
WY,2019,Small Mammals,3,0,0,3
WY,2020,Cats,144,53,28,225
WY,2020,Dogs,106,5,8,119
WY,2020,Farm Animals,0,0,0,0
WY,2020,Rabbits,0,0,0,0
WY,2020,Small Mammals,0,0,0,0
WY,2021,Birds,0,0,0,0
WY,2021,Cats,136,34,11,181
WY,2021,Dogs,104,10,6,120
WY,2021,Equine,0,0,0,0
WY,2021,Farm Animals,0,0,0,0
WY,2021,Rabbits,1,0,0,1
WY,2021,Reptiles & Amphibians,0,0,0,0
WY,2021,Small Mammals,0,0,0,0
WY,2022,Birds,0,0,0,0
WY,2022,Cats,14,0,5,19
WY,2022,Dogs,13,1,0,14
WY,2022,Equine,0,0,0,0
WY,2022,Farm Animals,0,0,0,0
WY,2022,Rabbits,0,10,1,11
WY,2022,Reptiles & Amphibians,0,0,0,0
WY,2022,Small Mammals,1,0,0,1
